,AgendaItemTitle,AgendaItemNumber,Order,AgendaItemDate,ProtocolId,DateOnly,ProtocolDate,LegislaturePeriod,Number,SessionTitle,AgendaItemsCount,MongoId,Id
453,Aufhebung der Immunität,ZP 17,7,2020-01-15T18:40:00,cbb1f906-5f6c-4209-edbe-08da0c32b602,2020-01-15,2020-01-15T00:00:00,19,139,139. Sitzung,8,6205403f0395756521183241,cbb1f906-5f6c-4209-edbe-08da0c32b602
454,Agrarpaket und Düngeverordnung,6,8,2020-01-15T18:40:00,cbb1f906-5f6c-4209-edbe-08da0c32b602,2020-01-15,2020-01-15T00:00:00,19,139,139. Sitzung,8,6205403f0395756521183241,cbb1f906-5f6c-4209-edbe-08da0c32b602
455,Regierungserklärung zur Tagung der Staats- und Regierungschefs der EU-27,3,1,2018-02-22T09:05:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
456,Aktuelle Entwicklung im Nahen und Mittleren Osten,4,2,2018-02-22T11:10:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
457,Vollverschleierung im öffentlichen Raum,5,3,2018-02-22T12:25:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
458,ERP-Wirtschaftsplangesetz 2018,6,4,2018-02-22T13:15:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
459,Klimaziele,7,5,2018-02-22T14:00:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
460,Sachgrundlose Befristung von Arbeitsverträgen,8,6,2018-02-22T15:00:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
461,Reduzierung von Pestiziden,9,7,2018-02-22T15:55:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
462,Überweisung im vereinfachten Verfahren,"19, ZP 2",8,2018-02-22T16:45:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
463,Abschließende Beratung ohne Aussprache,20,9,2018-02-22T16:45:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
464,Wahlen zu Gremien,10,10,2018-02-22T16:50:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
465,Aktuelle Stunde zu kostenlosem Öffentlichen Personennahverkehr,ZP 3,11,2018-02-22T16:50:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
466,Aufhebung Immunität,ZP 7,12,2018-02-22T18:15:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
467,Verhalten der Bundesregierung im Fall Deniz Yücel,ZP 4,13,2018-02-22T18:15:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
468,Cannabis-Modellprojekte,"11, ZP 5",14,2018-02-22T19:20:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
469,Lobbyregistergesetz,12,15,2018-02-22T20:20:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
470,Werbung für Schwangerschaftsabbruch - § 219a StGB,13,16,2018-02-22T21:05:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
471,Organspende,7,1,2020-01-16T09:05:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
472,Finanzielle Lasten der Migrationspolitik,8,2,2020-01-16T12:00:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
473,Nachhaltige Mobilitätsforschung,"9, ZP 3",3,2020-01-16T13:05:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
474,Entschädigung der Erbengemeinschaft Hohenzollern,10,4,2020-01-16T13:45:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
475,Überweisungen im vereinfachten Verfahren,"24, 18, ZP 4, 19",5,2020-01-16T14:55:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
476,Abschließende Beratung ohne Aussprache,25,6,2020-01-16T14:55:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
477,1. Wahlgang - Stellvertreter des Präsidenten,ZP 5,7,2020-01-16T15:10:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
478,Wahlen zu Gremien,ZP 6,8,2020-01-16T15:35:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
479,"Aktuelle Stunde - Schutz von Kommunalpolitikern, Polizei und Rettungskräften",ZP 18,9,2020-01-16T16:10:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
480,Wohnungslosigkeit und Obdachlosigkeit,11,10,2020-01-16T17:35:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
481,Meinungsfreiheit im Netz,12,11,2020-01-16T18:15:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
482,Umsetzung des Eisenbahnpakets der EU,13,12,2020-01-16T18:50:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
483,Mehr Frauen in den Deutschen Bundestag,"16, ZP 8",13,2020-01-16T19:25:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
484,Menschenrecht auf Barrierefreiheit,15,14,2020-01-16T20:10:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
485,Nutzung der Ramstein Air Base,"ZP 9, ZP 10",15,2020-01-16T20:55:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
486,Strafgesetzbuch - Cybergrooming,17,1,2020-01-17T09:00:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
487,Ausweitung des EU-Emissionshandels,ZP 11,2,2020-01-17T09:40:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
488,Agrarpolitischer Bericht 2019,"19, 14, ZP 12-13",3,2020-01-17T10:45:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
489,Deutsche EU-Ratspräsidentschaft 2020,20,4,2020-01-17T12:10:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
490,Fahrrad- und Fußgängerverkehr,"21, ZP 14",5,2020-01-17T13:25:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
491,Schutz der heimischen Landwirtschaft,"22, ZP 15",6,2020-01-17T14:35:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
492,Investitionen für ein zukunftsfähiges Deutschland,23,7,2020-01-17T15:15:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
493,Aktuelle Stunde - Deutschland als Automobilstandort erhalten,ZP 20,8,2020-01-17T15:55:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
494,Befragung der Bundesregierung,1,1,2020-01-29T13:05:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
495,Fragestunde,2,2,2020-01-29T14:20:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
496,Aktuelle Stunde - Für eine schnelle Einigung bei der Wahlrechtsreform,ZP 1,3,2020-01-29T15:10:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
497,Energiesparrecht für Gebäude,3,4,2020-01-29T16:30:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
498,Aufnahme unbegleiteter Flüchtlingskinder,"ZP 2, ZP 3",5,2020-01-29T17:10:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
499,Adoptionshilfe-Gesetz,5,6,2020-01-29T17:55:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
500,Cum/Ex-Steuerskandal,6,7,2020-01-29T18:30:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
501,Teilhabe an Kultur in ländlichen Räumen,7,8,2020-01-29T19:15:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
502,Regierungserklärung zum Jahreswirtschaftsbericht 2020,"8, ZP 4",1,2020-01-30T09:00:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
503,Aufhebung der Immunität,ZP 13,2,2020-01-30T10:30:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
504,Automatisierte Gesichtserkennung,"ZP 11, ZP 12",3,2020-01-30T10:30:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
505,Änderung des Gemeindeverkehrsfinanzierungsgesetzes,10,4,2020-01-30T11:45:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
506,Wiedergutmachung im Staatsangehörigkeitsrecht,"ZP 5, TOP 11",5,2020-01-30T12:30:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
507,Überweisungen im vereinfachten Verfahren,"26, ZP 6",6,2020-01-30T14:05:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
508,Abschließende Beratungen ohne Aussprache,27,7,2020-01-30T14:05:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
509,Änderung des Regionalisierungsgesetzes,12,8,2020-01-30T14:15:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
510,Verhältnis zwischen der EU und Israel,13,9,2020-01-30T14:55:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
511,Deutsche Stiftung für Engagement und Ehrenamt,"14, ZP 8",10,2020-01-30T15:35:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
512,Beschleunigte Beschaffung im Verteidigungsbereich,15,11,2020-01-30T16:30:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
513,Gewerbemieten,16,12,2020-01-30T17:05:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
514,Schutz von Hinweisgebern auf EU-Ebene,18,13,2020-01-30T17:40:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
515,Aktien- und Europäische Finanztransaktionsteuer,19,14,2020-01-30T18:20:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
516,Auswärtige Kultur- und Bildungspolitik,20,1,2020-01-31T09:00:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
517,"Kohleausstieg, Strompreis",21,2,2020-01-31T10:30:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
518,Verkehrsinfrastruktur,22,3,2020-01-31T11:40:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
519,Nachhaltige Arbeitsmarktpolitik,"23, ZP 9",4,2020-01-31T12:55:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
520,Steuerentlastungsgesetz 2020,ZP 10,5,2020-01-31T14:05:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
521,Ächtung autonomer Waffensysteme,25,6,2020-01-31T14:45:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
522,Befragung der Bundesregierung,1,1,2020-02-12T13:05:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
523,Fragestunde,2,2,2020-02-12T14:05:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
524,Aktuelle Stunde - Strategie zur Vorbeugung gegen das Corona-Virus,ZP 1,3,2020-02-12T15:05:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
525,Vereinbarte Debatte 40 Jahre Nord-Süd-Bericht,3,4,2020-02-12T16:30:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
526,Bundeswehrbeteiligung an NATO-Battlegroup,4,5,2020-02-12T17:35:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
527,Bundeswehreinsatz in Südsudan (UNMISS),5,6,2020-02-12T18:10:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
528,"Schutz von Sparern, Förderung von Vermögensaufbau",ZP 2,7,2020-02-12T18:45:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
529,Partnerschaft EU - Vereinigtes Königreich,"7, ZP 3",1,2020-02-13T09:05:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
530,Islamismus in Deutschland,8,2,2020-02-13T10:15:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
531,Bundeswehreinsatz in Darfur (UNAMID),9,3,2020-02-13T11:25:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
532,Betriebliche Mitbestimmung,10,4,2020-02-13T12:35:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
533,Überweisungen im vereinfachten Verfahren,"26, ZP 4, 20d, ZP 8",5,2020-02-13T13:45:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
534,Abschließende Beratungen ohne Aussprache,"27, ZP 5",6,2020-02-13T13:45:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
535,Aktuelle Stunde – Auswirkungen der Wahl des Ministerpräsidenten in Thüringen,ZP 6,7,2020-02-13T13:55:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
536,Krankenkassenwettbewerb und Krankenversorgung,11,8,2020-02-13T15:20:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
537,IT-Freelance-Arbeit,ZP 9,9,2020-02-13T16:05:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
538,Wertpapierhandel,13,10,2020-02-13T16:45:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
539,Adoptionsrecht,14,11,2020-02-13T17:20:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
540,Regelung und Prüfung von Lieferketten,15,12,2020-02-13T18:05:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
541,Anerkennung von NS-Opfergruppen,16,13,2020-02-13T18:40:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
542,Abzug von US-Soldaten aus Deutschland,17,14,2020-02-13T19:20:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
543,Integrationsbericht,18,15,2020-02-13T20:00:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
544,Friedensforschung,19,16,2020-02-13T20:40:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
545,Regelungen über die zulässige Miethöhe,20,1,2020-02-14T09:00:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
546,Einspruch gegen Ordnungsmaßnahmen,ZP 10,2,2020-02-14T10:15:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
547,Beschleunigung von Verkehrsprojekten,12,3,2020-02-14T10:20:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
548,Aufstiegsfortbildungsförderung,22,4,2020-02-14T11:25:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
549,Ökologische Digitalisierung,"23, ZP 7",5,2020-02-14T12:35:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
550,Verwertung hochradioaktiver Reststoffe,24,6,2020-02-14T13:40:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
551,Befristungen in der Wissenschaft,25,7,2020-02-14T14:20:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
552,Regierungserklärung zur Bekämpfung des Coronavirus,ZP 1,1,2020-03-04T13:05:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
553,Befragung der Bundesregierung,1,2,2020-03-04T14:30:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
