,AgendaItemTitle,AgendaItemNumber,Order,AgendaItemDate,ProtocolId,DateOnly,ProtocolDate,LegislaturePeriod,Number,SessionTitle,AgendaItemsCount,MongoId,Id
554,Fragestunde,2,3,2020-03-04T15:40:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
555,Bundeswehreinsatz in Afghanistan - Resolute Support,3,4,2020-03-04T16:35:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
556,Einsatz Minderjähriger in bewaffneten Konflikten,"4, ZP 2",5,2020-03-04T17:15:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
557,Bundesamt für Auswärtige Angelegenheiten,5,6,2020-03-04T17:50:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
558,Aufnahmebereitschaft von Städten und Kommunen,31,7,2020-03-04T18:25:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
559,Geologiedatengesetz,7,8,2020-03-04T19:15:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
560,Vereinbarte Debatte - Rechtsterrorismus und Hass,8,1,2020-03-05T09:15:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
561,Digitalisierung des Planens und Bauens,"ZP 14, TOP 21",2,2020-03-05T10:35:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
562,Arbeitsprogramm 2020 der Europäischen Kommission,10,3,2020-03-05T11:45:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
563,Erneuerbare Energien,11,4,2020-03-05T13:05:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
564,Überweisungen im vereinfachten Verfahren,"32, ZP 4",5,2020-03-05T14:10:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
565,Abschließende Beratungen ohne Aussprache,33,6,2020-03-05T14:15:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
566,2. Wahlgang - Stellvertreter des Präsidenten,12,7,2020-03-05T14:20:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
567,Wahlen zu Gremien,13,8,2020-03-05T14:45:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
568,Aktuelle Stunde - Die Eskalation in Idlib und die Folgen für Europa,ZP 5,9,2020-03-05T15:30:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
569,Finanzierung der Ganztagsbetreuung für Kinder,14,10,2020-03-05T16:55:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
570,Rohstoffversorgung der deutschen Industrie,15a,11,2020-03-05T17:30:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
571,Medizinprodukterecht,16,12,2020-03-05T18:05:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
572,Rohstoffpolitik,"17, 15b, ZP 6",13,2020-03-05T18:40:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
573,Arbeitszeitgesetz,18,14,2020-03-05T19:20:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
574,Luftsicherheitsrechtliche Zuverlässigkeitsüberprüfung,"19, ZP 7",15,2020-03-05T19:55:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
575,Erasmus-Programm,20,16,2020-03-05T20:35:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
576,Reform des Strafrechts,ZP 8,17,2020-03-05T21:10:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
577,"Elterngeld Plus, Partnerschaftsbonus, Elternzeit",14,1,2018-02-23T09:00:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
578,Verbraucherrichtlinie - Handwerkerwiderruf,15,2,2018-02-23T10:10:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
579,Europäische Außenpolitik - Rolle der Hohen Vertreterin,16,3,2018-02-23T10:55:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
580,Atomwaffenverbotsvertrag,17,4,2018-02-23T11:45:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
581,Humanitäre Katastrophe im Jemen,18,5,2018-02-23T12:35:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
582,Aktuelle Stunde: Demokratie und Erinnerungskultur angesichts rechtsextremistischer Angriffe,ZP 6,6,2018-02-23T13:25:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
583,Vereinbarte Debatte – Internationaler Frauentag,23,1,2020-03-06T09:00:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
584,Reduzierung von Bauvorschriften,24,2,2020-03-06T10:15:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
585,Kohleausstieg,25,3,2020-03-06T11:20:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
586,Förderung wirtschaftlicher Betätigung von Kommunen,"26, ZP 9",4,2020-03-06T12:45:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
587,Bundeswehreinsatz im Mittelmeer (SEA GUARDIAN),27,5,2020-03-06T13:50:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
588,Agrarpaket und Düngeverordnung,"ZP 10, 12",6,2020-03-06T14:25:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
589,Änderung des THW-Gesetzes,29,7,2020-03-06T15:05:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
590,Schutz vor Konversionsbehandlungen,30,8,2020-03-06T15:40:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
591,Arbeitslosenversicherung,ZP 13,9,2020-03-06T16:10:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
592,Aktuelle Stunde - Verhältnis der Partei DIE LINKE. zur freiheitlich- demokratischen Grundordnung,ZP 14,10,2020-03-06T16:45:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
593,Einsprüche gegen Ordnungsmaßnahmen,ZP 12-14,1,2020-03-11T13:05:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
594,Befragung der Bundesregierung,1,2,2020-03-11T13:05:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
595,Fragestunde,2,3,2020-03-11T14:15:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
596,Aktuelle Stunde - Wahlrechtsreform,ZP 1,4,2020-03-11T15:15:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
597,Berichte zum Bundesteilhabegesetz,3,5,2020-03-11T16:30:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
598,Krankenhausversorgung,4,6,2020-03-11T17:10:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
599,Berichte 2017 und 2019 zum Anerkennungsgesetz,5,7,2020-03-11T17:50:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
600,Nationaler Sicherheitsrat,19,8,2020-03-11T18:25:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
601,Rechtsterrorismus und Hasskriminalität,"7, ZP 2, ZP 3, ZP 15",1,2020-03-12T09:05:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
602,Sicherung der Grenzen,ZP 4,2,2020-03-12T10:15:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
603,Bundeswehreinsatz in Darfur (UNAMID),9,3,2020-03-12T11:25:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
604,Bundeswehreinsatz in Südsudan (UNMISS),10,4,2020-03-12T12:00:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
605,Personalbemessung in Krankenhäusern,11,5,2020-03-12T12:35:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
606,Überweisungen im vereinfachten Verfahren,"24, ZP 5",6,2020-03-12T13:45:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
607,Abschließende Beratungen ohne Aussprache,"25, ZP 6a",7,2020-03-12T13:45:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
608,Zeitplan 1. Halbjahr 2021,ZP 6b,8,2020-03-12T13:50:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
609,Änderung des SGB IV,"14, ZP 7",9,2020-03-12T14:00:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
610,Planungsrecht für Verkehrsprojekte,ZP 8,10,2020-03-12T14:35:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
611,Elektronischer Geschäftsverkehr,"15, ZP 17",11,2020-03-12T15:15:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
612,Umsatzsteuerbetrug,16,12,2020-03-12T15:45:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
613,Mobiles Arbeiten,17,13,2020-03-12T16:25:00,267908aa-113b-4723-edb1-08da0c32b602,2020-03-12,2020-03-12T00:00:00,19,152,152. Sitzung,12,6205403f0395756521183234,267908aa-113b-4723-edb1-08da0c32b602
614,Wahl Begleitgremium Standortauswahlgesetz,ZP 9,1,2020-03-13T09:10:00,35cb0f34-7c46-453e-edb0-08da0c32b602,2020-03-13,2020-03-13T00:00:00,19,153,153. Sitzung,10,6205403f0395756521183233,35cb0f34-7c46-453e-edb0-08da0c32b602
615,"Kurzarbeitergeld, berufliche Weiterbildung","ZP 19, ZP 10, ZP 18",2,2020-03-13T09:10:00,35cb0f34-7c46-453e-edb0-08da0c32b602,2020-03-13,2020-03-13T00:00:00,19,153,153. Sitzung,10,6205403f0395756521183233,35cb0f34-7c46-453e-edb0-08da0c32b602
616,Sofortmaßnahmen in der Corona-Krise,ZP 11,3,2020-03-13T10:20:00,35cb0f34-7c46-453e-edb0-08da0c32b602,2020-03-13,2020-03-13T00:00:00,19,153,153. Sitzung,10,6205403f0395756521183233,35cb0f34-7c46-453e-edb0-08da0c32b602
617,Bundeswehreinsatz in Afghanistan,ZP 20,4,2020-03-13T11:30:00,35cb0f34-7c46-453e-edb0-08da0c32b602,2020-03-13,2020-03-13T00:00:00,19,153,153. Sitzung,10,6205403f0395756521183233,35cb0f34-7c46-453e-edb0-08da0c32b602
618,Bundeswehreinsatz SEA GUARDIAN,"ZP 21, ZP 22",5,2020-03-13T12:15:00,35cb0f34-7c46-453e-edb0-08da0c32b602,2020-03-13,2020-03-13T00:00:00,19,153,153. Sitzung,10,6205403f0395756521183233,35cb0f34-7c46-453e-edb0-08da0c32b602
619,Wohngemeinnützigkeit,21,6,2020-03-13T12:55:00,35cb0f34-7c46-453e-edb0-08da0c32b602,2020-03-13,2020-03-13T00:00:00,19,153,153. Sitzung,10,6205403f0395756521183233,35cb0f34-7c46-453e-edb0-08da0c32b602
620,Einsatz der Bundeswehr im Irak,20,7,2020-03-13T12:55:00,35cb0f34-7c46-453e-edb0-08da0c32b602,2020-03-13,2020-03-13T00:00:00,19,153,153. Sitzung,10,6205403f0395756521183233,35cb0f34-7c46-453e-edb0-08da0c32b602
621,Aktionsplan der EU-Kommission,22,8,2020-03-13T13:30:00,35cb0f34-7c46-453e-edb0-08da0c32b602,2020-03-13,2020-03-13T00:00:00,19,153,153. Sitzung,10,6205403f0395756521183233,35cb0f34-7c46-453e-edb0-08da0c32b602
622,Bevölkerungsschutz,18,9,2020-03-13T14:10:00,35cb0f34-7c46-453e-edb0-08da0c32b602,2020-03-13,2020-03-13T00:00:00,19,153,153. Sitzung,10,6205403f0395756521183233,35cb0f34-7c46-453e-edb0-08da0c32b602
623,Änderung der Abgabenordnung,23,10,2020-03-13T14:50:00,35cb0f34-7c46-453e-edb0-08da0c32b602,2020-03-13,2020-03-13T00:00:00,19,153,153. Sitzung,10,6205403f0395756521183233,35cb0f34-7c46-453e-edb0-08da0c32b602
624,Überweisungen im vereinfachten Verfahren,1,1,2020-03-25T09:05:00,18b6fab2-f0cc-4372-edaf-08da0c32b602,2020-03-25,2020-03-25T00:00:00,19,154,154. Sitzung,7,6205403f0395756521183232,18b6fab2-f0cc-4372-edaf-08da0c32b602
625,Vereinbarte Debatte - Bewältigung der Corona-Krise,2,2,2020-03-25T09:05:00,18b6fab2-f0cc-4372-edaf-08da0c32b602,2020-03-25,2020-03-25T00:00:00,19,154,154. Sitzung,7,6205403f0395756521183232,18b6fab2-f0cc-4372-edaf-08da0c32b602
626,Änderung der Geschäftsordnung,3,3,2020-03-25T14:00:00,18b6fab2-f0cc-4372-edaf-08da0c32b602,2020-03-25,2020-03-25T00:00:00,19,154,154. Sitzung,7,6205403f0395756521183232,18b6fab2-f0cc-4372-edaf-08da0c32b602
627,"COVID 19 - Kreditobergrenzen, Nachtragshaushalt, Wirtschaftsfonds",4,4,2020-03-25T14:10:00,18b6fab2-f0cc-4372-edaf-08da0c32b602,2020-03-25,2020-03-25T00:00:00,19,154,154. Sitzung,7,6205403f0395756521183232,18b6fab2-f0cc-4372-edaf-08da0c32b602
628,"COVID 19 - Zivil-, Insolvenz-, Strafverfahrensrecht",5,5,2020-03-25T15:05:00,18b6fab2-f0cc-4372-edaf-08da0c32b602,2020-03-25,2020-03-25T00:00:00,19,154,154. Sitzung,7,6205403f0395756521183232,18b6fab2-f0cc-4372-edaf-08da0c32b602
629,"COVID 19 - Epidemieschutz, Krankenhausentlastung, Sozialschutz",6,6,2020-03-25T15:50:00,18b6fab2-f0cc-4372-edaf-08da0c32b602,2020-03-25,2020-03-25T00:00:00,19,154,154. Sitzung,7,6205403f0395756521183232,18b6fab2-f0cc-4372-edaf-08da0c32b602
630,Bundeswehreinsatz im Irak,7,7,2020-03-25T16:40:00,18b6fab2-f0cc-4372-edaf-08da0c32b602,2020-03-25,2020-03-25T00:00:00,19,154,154. Sitzung,7,6205403f0395756521183232,18b6fab2-f0cc-4372-edaf-08da0c32b602
631,Förderung der beruflichen Weiterbildung,20 e,1,2020-04-22T13:05:00,70751bd8-2755-420a-edae-08da0c32b602,2020-04-22,2020-04-22T00:00:00,19,155,155. Sitzung,8,6205403f0395756521183231,70751bd8-2755-420a-edae-08da0c32b602
632,Befragung der Bundesregierung,1,2,2020-04-22T13:05:00,70751bd8-2755-420a-edae-08da0c32b602,2020-04-22,2020-04-22T00:00:00,19,155,155. Sitzung,8,6205403f0395756521183231,70751bd8-2755-420a-edae-08da0c32b602
633,Fragestunde,2,3,2020-04-22T14:30:00,70751bd8-2755-420a-edae-08da0c32b602,2020-04-22,2020-04-22T00:00:00,19,155,155. Sitzung,8,6205403f0395756521183231,70751bd8-2755-420a-edae-08da0c32b602
634,Elterngeld und Hilfe für Familien,"12, ZP 1, ZP 2",4,2020-04-22T16:30:00,70751bd8-2755-420a-edae-08da0c32b602,2020-04-22,2020-04-22T00:00:00,19,155,155. Sitzung,8,6205403f0395756521183231,70751bd8-2755-420a-edae-08da0c32b602
635,Höhe des Kurzarbeitergeldes,"4, ZP 3",5,2020-04-22T17:10:00,70751bd8-2755-420a-edae-08da0c32b602,2020-04-22,2020-04-22T00:00:00,19,155,155. Sitzung,8,6205403f0395756521183231,70751bd8-2755-420a-edae-08da0c32b602
636,"Hilfe für Veranstalter, Kultur und Medien","3, ZP 4 - ZP 6, ZP 1",6,2020-04-22T18:00:00,70751bd8-2755-420a-edae-08da0c32b602,2020-04-22,2020-04-22T00:00:00,19,155,155. Sitzung,8,6205403f0395756521183231,70751bd8-2755-420a-edae-08da0c32b602
637,Europäische Flüchtlingspolitik,6,7,2020-04-22T18:40:00,70751bd8-2755-420a-edae-08da0c32b602,2020-04-22,2020-04-22T00:00:00,19,155,155. Sitzung,8,6205403f0395756521183231,70751bd8-2755-420a-edae-08da0c32b602
638,Unterstützung von Wissenschaft und Studierenden,"5, ZP 7",8,2020-04-22T19:20:00,70751bd8-2755-420a-edae-08da0c32b602,2020-04-22,2020-04-22T00:00:00,19,155,155. Sitzung,8,6205403f0395756521183231,70751bd8-2755-420a-edae-08da0c32b602
639,Regierungserklärung durch die Bundeskanzlerin,7,1,2020-04-23T09:05:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
640,Öffnungsstrategie von der Corona-Pandemie,"8, ZP 8, ZP 20",2,2020-04-23T11:25:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
641,Änderung des Außenwirtschaftsgesetzes,"9, ZP 9, ZP 18",3,2020-04-23T12:05:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
642,Europäische Maßnahmen gegen die Corona-Pandemie,"10, ZP 10, ZP 19",4,2020-04-23T12:45:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
643,Überweisungen im vereinfachten Verfahren,"20, ZP 11",5,2020-04-23T13:30:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
644,Abschließende Beratungen ohne Aussprache,21,6,2020-04-23T13:45:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
645,Wahlen zu Gremien,11,7,2020-04-23T13:50:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
646,Wohngeld-CO2-Bepreisungsentlastungsgesetz,17,8,2020-04-23T13:55:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
647,Bewältigung der Corona-Krise,13,9,2020-04-23T14:40:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
648,Förderung der beruflichen Weiterbildung,ZP 13,10,2020-04-23T15:20:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
649,Geologiedatengesetz,15,11,2020-04-23T16:10:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
650,Schutz für Kommunen in der Corona-Krise,16,12,2020-04-23T16:55:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
651,Bundeswehreinsatz EUNAVFOR MED IRINI,14,13,2020-04-23T17:30:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
652,Nationalstaatliche Souveränität bei EU-Corona-Hilfen,18,14,2020-04-23T18:10:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
653,"Steuerliche Maßnahmen, Zuschüsse - Covid-19",ZP 14 - ZP 16,15,2020-04-23T18:50:00,830a37aa-d6b1-4369-edad-08da0c32b602,2020-04-23,2020-04-23T00:00:00,19,156,156. Sitzung,15,6205403f0395756521183230,830a37aa-d6b1-4369-edad-08da0c32b602
654,Befragung der Bundesregierung,1,1,2020-05-06T13:05:00,d530d0c1-0235-4121-edac-08da0c32b602,2020-05-06,2020-05-06T00:00:00,19,157,157. Sitzung,9,6205403f039575652118322f,d530d0c1-0235-4121-edac-08da0c32b602
